Title,Latitude,Longitude,Region,Country,Zone Type,Zone Specialization,Management Type,Management Company,SEZ Framework,Nearest Airport,Nearest Airport Distance (km),airportlat,airportlong,Capital City,Capital City Distance (km),capitallat,capitallong,Nearest Port,Nearest Port Distance (km),Note,URL,Populous City,Populous City Distance (km),portlat,portlong,Size (Hectares),size_class,Source,Status,ID,Created,Created By,Modified,Modified By
"Justo Daract Free Trade Zone","-33.836551","-65.182394","South America","Argentina","Free Trade Zone","N/A","Public","Government of the ProvInce of San Luis","External Note N1/2008, Law No 24.331 of Free Zones","Brigadier Mayor D Cesar Raul Ojeda Airport","125.7","-33.273201","-66.3563995","Buenos Aires","630.2","-34.6025","-58.3975","San Lorenzo","432","http://www.berettagodoy.com/wp-content/uploads/2016/06/Ports-And-Free-Trade-Zones-Important-Infrastructure-Concepts-For-The-Continuing-Growth-Of-The-Argentine-International-Trade.pdf","http://www.berettagodoy.com/wp-content/uploads/2016/06/Ports-And-Free-Trade-Zones-Important-Infrastructure-Concepts-For-The-Continuing-Growth-Of-The-Argentine-International-Trade.pdf","Villa Mercedes","31.2","-32.75457","-60.7228","42","4",,"Active","43","4/24/2021 6:57","fergal hourigan","11/19/2021 9:03","fergal hourigan"
"Zona Franca Mendoza Free Trade Zone","-33.063395","-68.976763","South America","Argentina","Free Trade Zone","N/A","Public","Instituto de Desarrollo Industrial, Tecnológico y de Servicios (IDITS)","External Note N1/2008, Law No 24.331 of Free Zones","El Plumerillo Airport","31","-32.8316994","-68.7929001","Buenos Aires","992.7","-34.6025","-58.3975","Los Vilos","270.4",,"http://zonaustral.cl/en/zona-franca/","Mendoza","25","-31.90807","-71.5104","53","4",,"Active","44","4/24/2021 6:57","fergal hourigan","11/19/2021 9:03","fergal hourigan"
"Comodoro Free Trade Zone / Zona Franca Chubut","-45.8679196","-67.5087548","South America","Argentina","Free Trade Zone","N/A","Public-Private Partnership","Zona Franca Comodoro Rivadavia, SA","External Note N1/2008, Law No 24.331 of Free Zones","General E. Mosconi Airport","9.8","-45.7853","-67.4655","Buenos Aires","1,471.6","-34.6025","-58.3975","Comodoro Rivadavia","3.1",,"http://www.zonafrancacr.com.ar/","Comodoro Rivadavia","0.7","-45.86217","-67.4698","55","4",,"Active","45","4/24/2021 6:57","fergal hourigan","11/19/2021 9:03","fergal hourigan"
"La Plata Free Trade Zone","-34.850398","-57.904152","South America","Argentina","Free Trade Zone","N/A","Public-Private Partnership","BAZFLP, SA","Law No 24.331 of Free Zones, External Note N1/2008","Jorge Newbery Airpark","56.9","-34.5592","-58.4156","Buenos Aires","52.9","-34.6025","-58.3975","La Plata","2.4","https://eguat.cancilleria.gob.ar/userfiles/investorsguide.pdf","http://www.cotia.com.ar/free-trade-zone/?lang=en%23:~:text=La%20Plata%20Free%20Trade%20Zone,and%20commercial%20area%20of%20Argentina.","La Plata","8.3","-34.83317","-57.8883","70","4",,"Active","46","4/24/2021 6:57","fergal hourigan","11/19/2021 9:04","fergal hourigan"
"General Pico Free Zone","-35.6838562","-63.7815036","South America","Argentina","Free Trade Zone","N/A","Public-Private Partnership","Zona Franca General Pico","Law No 24.331 of Free Zones, External Note N1/2008","Santa Rosa Airport","110.1","-36.588299","-64.275703","Buenos Aires","504.6","-34.6025","-58.3975","San Lorenzo","430.8",,"www.zflapampa.com.ar","General Pico","2.9","-32.75457","-60.7228","70","4",,"Active","47","4/24/2021 6:57","fergal hourigan","11/19/2021 9:04","fergal hourigan"
"Zona Franca de San Luis","-33.8333733","-65.1849071","South America","Argentina","Free Trade Zone","N/A","Public-Private Partnership","Zona Parque Fotovoltaico de Terrazas del Portezuelo","Law No 24.331 of Free Zones, External Note N1/2008","Brigadier Mayor D Cesar Raul Ojeda Airport","125.3","-33.273201","-66.3563995","Buenos Aires","630.5","-34.6025","-58.3975","San Lorenzo","432.2",,"https://www.sanluislogistica.com/zf","Villa Mercedes","30.9","-32.75457","-60.7228","100","4",,"Active","48","4/24/2021 6:57","fergal hourigan","11/19/2021 9:04","fergal hourigan"
"Córdoba Free Trade Zone","-31.286409","-64.177876","South America","Argentina","Free Trade Zone","N/A","Public-Private Partnership","ZOFRACOR, SA","External Note N1/2008, Law No 24.331 of Free Zones","Ingeniero Ambrosio Taravella Airport","5","-31.323601","-64.208","Buenos Aires","653.9","-34.6025","-58.3975","San Lorenzo","364.7",,"http://zfzapala.com.ar/en/","Córdoba","12.7","-32.75457","-60.7228","170","5",,"Active","49","4/24/2021 6:57","fergal hourigan","11/19/2021 9:05","fergal hourigan"
"Zona Franca de Salta","-24.7088944","-65.033977","South America","Argentina","Free Trade Zone","N/A","Public-Private Partnership","ACS, Actividades de Construccion y Servicios, SA","Law No 24.331 of Free Zones, External Note N1/2008","Gobernador Horacio Guzman International Airport","35.8","-24.3927994","-65.0978012","Buenos Aires","1,274","-34.6025","-58.3975","Iquique","726.5","www.zonafrancasalta.com.ar","https://www.salta.gob.ar/","General Martín Miguel de Güemes","5","-20.20607","-70.1474","200","5",,"Active","50","4/24/2021 6:57","fergal hourigan","11/19/2021 9:05","fergal hourigan"
"Zona Franca Zapala (Zapala Free Trade Zone)","-38.8735429","-70.1142424","South America","Argentina","Free Trade Zone","N/A","Public-Private Partnership","Servicios y Consultoría, SA","External Note N1/2008, Law No 24.331 of Free Zones, Decree No. 740","Aviador C. Campos Airport","160.1","-40.0754013","-71.1372986","Buenos Aires","1,147.1","-34.6025","-58.3975","Puerto Montt","377.4","http://zfzapala.com.ar/en/2019/07/25/para-mayo-del-2020-estara-habilitada-laprimera-etapa-de-la-zona-franca-zapala/ http://www.serviciosyconsultoria.com/en/","http://zfzapala.com.ar/en/","Zapala","5.1","-41.48227","-72.9494","250","5",,"Active","51","4/24/2021 6:57","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Meghri Free Economic Zone","38.90292","46.24458","Europe","Armenia","Free Trade Zone","N/A","Public-Private Partnership","Meghri Free Economic Zone CJSC","Law Of The Republic of Armenia On Free Economic Zones: Adopted on May 25, 2011","Tabriz International Airport","85.6","38.1338997","46.2350006","Yerevan","205.7","40.1812","44.5136","Anzali","323.6",,"https://mineconomy.am/en/page/360%23:~:text=%E2%80%9CMEGHRI%E2%80%9D%20FREE%20ECONOMIC%20ZONE&text=The%20operating%20type%20of%20the,%2C%20tourism%2C%20entertainment%20and%20recreation.","Ordubad","19.2","37.4766","49.46727","70","4",,"Active","52","4/24/2021 6:57","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Meridian Free Economic Zone","40.1491823","44.3966684","Europe","Armenia","Specialized Zone","Manufacturing","Public-Private Partnership","Meridian Free Economic Zone CJSC","Law Of The Republic of Armenia On Free Economic Zones: Adopted on May 25, 2011","Zvartnots International Airport","0.2","40.1473007","44.3959007","Yerevan","10.6","40.1812","44.5136","Supsa","302.4",,"https://mineconomy.am/en/page/360","Yerevan","10.6","42.00045","41.75929","10","3",,"Active","53","4/24/2021 6:57","fergal hourigan","11/19/2021 9:00","fergal hourigan"
"Gyumri Eurasian Logistic Park","40.759124","43.83821","Europe","Armenia","Specialized Zone","Manufacturing","Public-Private Partnership","FEZ Eurasian Logistic Park Ltd.","Law Of The Republic of Armenia On Free Economic Zones: Adopted on May 25, 2011","Gyumri Shirak Airport","2","40.7504005","43.8592987","Yerevan","86.1","40.1812","44.5136","Supsa","221.9","https://www.offshore-pro.com/fez-in-armenia-by-2022-a-new-logistics-park-will-be-operating-in-gyumri.html","http://center.gyumri.info/gyumricity","Gyumri","3.5","42.00045","41.75929","30","4",,"Under Development","54","4/24/2021 6:57","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Jrvezh Engineering City","40.201513","44.580581","Europe","Armenia","Specialized Zone","Tech","Public-Private Partnership","Enterprise Incubator Foundation / National Instruments Armenia","Law of the Republic of Armenia of December 26, 2000 No. ZR-119 on Scientific and Technical Activities","Zvartnots International Airport","16.8","40.1473007","44.3959007","Yerevan","6.1","40.1812","44.5136","Supsa","310",,"http://engineeringcity.am/","Yerevan","6.1","42.00045","41.75929","3","3",,"Under Development","55","4/24/2021 6:57","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Ecos Free Economic Zone","40.5515103","44.74163","Europe","Armenia","Specialized Zone","Tech","Public-Private Partnership","ECOS CJSC","Law Of The Republic of Armenia On Free Economic Zones: Adopted on May 25, 2011","Zvartnots International Airport","53.7","40.1473007","44.3959007","Yerevan","45.5","40.1812","44.5136","Supsa","297.1","http://oit.org/dyn/natlex/docs/ELECTRONIC/89865/103342/F934579792/ARM89865_english.pdf","https://fez.ecos.am/en","Hrazdan","6.6","42.00045","41.75929","4","3",,"Active","56","4/24/2021 6:57","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Alliance Free Zone","40.1897624","44.4954013","Europe","Armenia","Diversified Zone","N/A","Public-Private Partnership","Sitronics Armenia CJSC","Law Of The Republic of Armenia On Free Economic Zones: Adopted on May 25, 2011","Zvartnots International Airport","9.7","40.1473007","44.3959007","Yerevan","1.8","40.1812","44.5136","Supsa","305.5",,"fez.am","Yerevan","1.8","42.00045","41.75929","9","3",,"Active","57","4/24/2021 6:57","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Bushiri Free Zone","12.534818","-70.0497829","Caribbean","Aruba (Netherlands)","Free Trade Zone","N/A","Public","Free Zone Aruba (FZA) NV","2019 State Ordinance on Free Zones","Queen Beatrix International Airport","5.3","12.5014","-70.015198","Oranjestad","2.3","12.5304","-70.029","Oranjestad","1.4",,"https://www.freezonearuba.com/aruba-free-zone/bushiri-free-zone/","Oranjestad","2.3","12.52723","-70.0392","9","3",,"Active","58","4/24/2021 6:57","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Barcadera Free Zone","12.4830557","-69.9924375","Caribbean","Aruba (Netherlands)","Free Trade Zone","N/A","Public","Free Zone Aruba (FZA) NV","2019 State Ordinance on Free Zones","Queen Beatrix International Airport","3.2","12.5014","-70.015198","Oranjestad","6.6","12.5304","-70.029","Barcadera","0.8",,"https://www.freezonearuba.com/aruba-free-zone/barcadera-free-zone/","Oranjestad","6.6","12.48073","-69.9995","40","4",,"Active","59","4/24/2021 6:57","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Latrobe Valley Economic Growth Zone","-38.2347845","146.3896068","Oceania","Australia","Economic Revitalization Project","N/A","Public","Latrobe Valley Authority","Order in Council of 8 November 2016 on the Latrobe Valley Authority","Mount Hotham Airport","156.2","-37.0475006","147.3339996","Canberra","409.4","-35.283","149.129","Westernport","103.7","http://www.gazette.vic.gov.au/gazette/Gazettes2018/GG2018S552.pdf","https://lva.vic.gov.au/business/business-funding/economic-growth-zone, https://lva.vic.gov.au/business/business-funding/economic-growth-zone/Latrobe-Valley-Economic-Growth-Zone-Reimbursement-Scheme-Fact-Sheet-Document.pdf","Traralgon","12.9","-38.37077","145.2157","1810000","9",,"Active","60","4/24/2021 6:57","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Sabirabad Industrial Estate","39.9808022","48.4700853","Europe","Azerbaijan","Diversified Zone","N/A","Public","Azerbaijan Investment Company OJSC","Order of the President of the Republic of Azerbaijan Mr. Ilham Aliyev dated November 27, 2017","Gabala International Airport","114","40.826667","47.7125","Baku","127.1","40.3953","49.8622","Baku","126.4",,"https://aic.az/","Sabirabad","3.2","40.34778","49.87638","20","4",,"Active","61","4/24/2021 6:57","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Hajigabul Industrial Estate","40.020045","48.9361951","Europe","Azerbaijan","Diversified Zone","N/A","Public","Azerbaijan Investment Company OJSC","Presidential Decree dated July 25, 2017","Heydar Aliyev International Airport","106.7","40.4674988","50.0466995","Baku","89.1","40.3953","49.8622","Baku","87.9",,"https://aic.az/","Haciqabul","2.2","40.34778","49.87638","20","4",,"Active","62","4/24/2021 6:57","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Alat Free Economic Zone","40.4145554","49.9030758","Europe","Azerbaijan","Export Processing Zone","N/A","Public-Private Partnership","Alat Free Economic Zone Authority","Law of the Republic of Azerbaijan ""On Special Economic Zones"" April, 14th 2009","Heydar Aliyev International Airport","13.5","40.4674988","50.0466995","Baku","4.1","40.3953","49.8622","Baku","7.8",,"https://afez.az/","Baku","4.1","40.34778","49.87638","850","5",,"Under Development","63","4/24/2021 6:57","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Pirallahi Industrial Park","40.423803","50.354193","Europe","Azerbaijan","Specialized Zone","Biotech","Public-Private Partnership","Sumgait Chemical Industrial Park, LLC.","Presidential Decree No. 2336 dated September 14, 2016","Heydar Aliyev International Airport","26.5","40.4674988","50.0466995","Baku","41.8","40.3953","49.8622","Baku","41.4",,"https://scip.az/en/page/pirallahi","Baku","41.8","40.34778","49.87638","30","4",,"Active","64","4/24/2021 6:57","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Sumgayit Chemical Industrial Park","40.5963","49.622978","Europe","Azerbaijan","Specialized Zone","Chemical","Public-Private Partnership","Sumgait Chemical Industrial Park, LLC.","Presidential Decree %23548, December 21 2011","Heydar Aliyev International Airport","38.6","40.4674988","50.0466995","Baku","30.2","40.3953","49.8622","Baku","35",,"https://scip.az/en","Sumqayit","1.9","40.34778","49.87638","505","5",,"Active","65","4/24/2021 6:57","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Balakhani Industrial Park","40.462446","49.901061","Europe","Azerbaijan","Specialized Zone","Manufacturing","Public-Private Partnership","Tamiz Shahar","Presidential Decree Decree No. 1947 dated December 28 2011: ""On the Establishment of the Balakhani Industrial Park in Baku""","Heydar Aliyev International Airport","12.3","40.4674988","50.0466995","Baku","8.2","40.3953","49.8622","Baku","12.9",,"https://tamizshahar.az/","Baku","8.2","40.34778","49.87638","7","3",,"Active","66","4/24/2021 6:57","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Masalli Industrial Estate","39.036963","48.667017","Europe","Azerbaijan","Specialized Zone","Manufacturing","Public","Azerbaijan Investment Company OJSC","Presidential Decree %232115 June 13, 2016","Ardabil Airport","81.9","38.3256989","48.4244003","Baku","182.6","40.3953","49.8622","Baku","178.9",,"http://www.masalli-ih.gov.az/","Masalli","1.1","40.34778","49.87638","10","3",,"Active","67","4/24/2021 6:57","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Neftchala Industrial Estate","39.404414","49.228132","Europe","Azerbaijan","Specialized Zone","Manufacturing","Public","Azerbaijan Investment Company OJSC","Presidential Decree February 2, 2015","Heydar Aliyev International Airport","137.4","40.4674988","50.0466995","Baku","122.9","40.3953","49.8622","Baku","118.7",,"https://aic.az/","Neftçala","3.5","40.34778","49.87638","15","4",,"Active","68","4/24/2021 6:57","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Garadagh Industrial Park","40.265535","49.666407","Europe","Azerbaijan","Specialized Zone","Manufacturing","Public-Private Partnership","Sumgait Chemical Industrial Park, LLC.","Presidential Decree No. 1255 dated June 3, 2015","Heydar Aliyev International Airport","39.3","40.4674988","50.0466995","Baku","22","40.3953","49.8622","Baku","20",,"https://scip.az/en/page/qaradag","Xirdalan","21.7","40.34778","49.87638","72","4",,"Active","69","4/24/2021 6:57","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"Mingachevir High Technologies Park","40.762754","47.071334","Europe","Azerbaijan","Specialized Zone","Tech","Public-Private Partnership","Community of Limited Liability High Technology Park - Park VT","Presidential Decree Decree No. 1077 dated February 26, 2015","Gabala International Airport","54.5","40.826667","47.7125","Baku","239.5","40.3953","49.8622","Baku","241.7",,"http://mingechevir-ih.gov.az/","Mingachevir","1","40.34778","49.87638","1","2",,"Under Development","70","4/24/2021 6:57","fergal hourigan","11/19/2021 9:01","fergal hourigan"
"ANAS High Technologies Park","40.381719","49.932283","Europe","Azerbaijan","Specialized Zone","Tech","Public-Private Partnership","ANAS High Technologies Park, LLC. / Azerbaijan National Academy of Sciences","Presidential Decree dated November 8, 2016","Heydar Aliyev International Airport","13.6","40.4674988","50.0466995","Baku","6.1","40.3953","49.8622","Baku","6.1",,"http://www.ameaytp.az/en/","Baku","6.1","40.34778","49.87638","22","4",,"Active","71","4/24/2021 6:57","fergal hourigan","11/19/2021 9:01","fergal hourigan"
